community_profile_case,climate_zone,timestamp,community_load_kw,pv_generation_kw,net_community_load_kw,profile_id
climate_5a,5A,2018-05-06 05:00:00,167.569391875,0.0864650564638,167.482926819,eulp_mixed_5a
climate_5a,5A,2018-05-06 06:00:00,192.189096084,0.271707962405,191.917388122,eulp_mixed_5a
climate_5a,5A,2018-05-06 07:00:00,222.859028221,0.552068033706,222.306960187,eulp_mixed_5a
climate_5a,5A,2018-05-06 08:00:00,244.606622109,0.974519480568,243.632102628,eulp_mixed_5a
climate_5a,5A,2018-05-06 09:00:00,251.167422795,1.47550225883,249.691920536,eulp_mixed_5a
climate_5a,5A,2018-05-06 10:00:00,253.098937592,1.97517100277,251.123766589,eulp_mixed_5a
climate_5a,5A,2018-05-06 11:00:00,261.746104209,2.16306099476,259.583043214,eulp_mixed_5a
climate_5a,5A,2018-05-06 12:00:00,268.975598089,2.16560152903,266.80999656,eulp_mixed_5a
climate_5a,5A,2018-05-06 13:00:00,279.557583979,1.91386952764,277.643714451,eulp_mixed_5a
climate_5a,5A,2018-05-06 14:00:00,293.173677668,1.70732001983,291.466357648,eulp_mixed_5a
climate_5a,5A,2018-05-06 15:00:00,313.713319745,1.3446988285,312.368620917,eulp_mixed_5a
climate_5a,5A,2018-05-06 16:00:00,330.137603415,0.864988570601,329.272614845,eulp_mixed_5a
climate_5a,5A,2018-05-06 17:00:00,335.606815194,0.470030501391,335.136784692,eulp_mixed_5a
climate_5a,5A,2018-05-06 18:00:00,341.524665609,0.171700039372,341.35296557,eulp_mixed_5a
climate_5a,5A,2018-05-06 19:00:00,345.27048785,0.0204061527814,345.250081697,eulp_mixed_5a
climate_5a,5A,2018-05-06 20:00:00,325.663460718,0,325.663460718,eulp_mixed_5a
climate_5a,5A,2018-05-06 21:00:00,266.649759436,0,266.649759436,eulp_mixed_5a
climate_5a,5A,2018-05-06 22:00:00,202.742105345,0,202.742105345,eulp_mixed_5a
climate_5a,5A,2018-05-06 23:00:00,172.960719927,0,172.960719927,eulp_mixed_5a
climate_5a,5A,2018-05-07 00:00:00,159.491911467,0,159.491911467,eulp_mixed_5a
climate_5a,5A,2018-05-07 01:00:00,155.469809329,0,155.469809329,eulp_mixed_5a
climate_5a,5A,2018-05-07 02:00:00,155.449201636,0,155.449201636,eulp_mixed_5a
climate_5a,5A,2018-05-07 03:00:00,163.605110332,0,163.605110332,eulp_mixed_5a
climate_5a,5A,2018-05-07 04:00:00,184.226568281,0.0293301257622,184.197238155,eulp_mixed_5a
climate_5a,5A,2018-05-07 05:00:00,221.277274932,0.39554532846,220.881729604,eulp_mixed_5a
climate_5a,5A,2018-05-07 06:00:00,253.686604798,1.34546182945,252.341142969,eulp_mixed_5a
climate_5a,5A,2018-05-07 07:00:00,275.44107224,2.64867757476,272.792394665,eulp_mixed_5a
climate_5a,5A,2018-05-07 08:00:00,289.708715593,3.98017996064,285.728535632,eulp_mixed_5a
climate_5a,5A,2018-05-07 09:00:00,299.067278414,5.17996623115,293.887312183,eulp_mixed_5a
climate_5a,5A,2018-05-07 10:00:00,307.068118184,5.79166410813,301.276454076,eulp_mixed_5a
climate_5a,5A,2018-05-07 11:00:00,317.574102827,6.04748386302,311.526618964,eulp_mixed_5a
climate_5a,5A,2018-05-07 12:00:00,322.253955272,5.93415056347,316.319804708,eulp_mixed_5a
climate_5a,5A,2018-05-07 13:00:00,327.08353463,5.48899488905,321.594539741,eulp_mixed_5a
climate_5a,5A,2018-05-07 14:00:00,333.569666663,4.68293957042,328.886727093,eulp_mixed_5a
climate_5a,5A,2018-05-07 15:00:00,346.87947815,3.59581113289,343.283667017,eulp_mixed_5a
climate_5a,5A,2018-05-07 16:00:00,368.234637655,2.47338874635,365.761248909,eulp_mixed_5a
climate_5a,5A,2018-05-07 17:00:00,379.738090404,1.32536693301,378.412723471,eulp_mixed_5a
climate_5a,5A,2018-05-07 18:00:00,384.664958641,0.381641131263,384.28331751,eulp_mixed_5a
climate_5a,5A,2018-05-07 19:00:00,380.422532328,0.0257519844212,380.396780344,eulp_mixed_5a
climate_5a,5A,2018-05-07 20:00:00,353.936736667,0,353.936736667,eulp_mixed_5a
climate_5a,5A,2018-05-07 21:00:00,286.46162955,0,286.46162955,eulp_mixed_5a
climate_5a,5A,2018-05-07 22:00:00,217.077272407,0,217.077272407,eulp_mixed_5a
climate_5a,5A,2018-05-07 23:00:00,177.262168538,0,177.262168538,eulp_mixed_5a
climate_5a,5A,2018-05-08 00:00:00,164.157428653,0,164.157428653,eulp_mixed_5a
climate_5a,5A,2018-05-08 01:00:00,159.060284839,0,159.060284839,eulp_mixed_5a
climate_5a,5A,2018-05-08 02:00:00,159.121155373,0,159.121155373,eulp_mixed_5a
climate_5a,5A,2018-05-08 03:00:00,166.637431109,0,166.637431109,eulp_mixed_5a
climate_5a,5A,2018-05-08 04:00:00,185.689868991,0.0421461486264,185.647722842,eulp_mixed_5a
climate_5a,5A,2018-05-08 05:00:00,221.027779359,0.517426584687,220.510352774,eulp_mixed_5a
climate_5a,5A,2018-05-08 06:00:00,252.600927425,1.67886202508,250.9220654,eulp_mixed_5a
climate_5a,5A,2018-05-08 07:00:00,275.987793664,3.24567585033,272.742117813,eulp_mixed_5a
