community_profile_case,profile_id,climate_zone,scenario_id,scenario_hash,episode_seed,duration_h,notice_h,candidate_reduction_kw,success,delivery_ratio,minimum_interval_delivery_ratio,deadline_miss_rate,rebound_ratio,window_peak_relief_fraction,terminal_backlog_fraction,failure_reasons
climate_3c,eulp_mixed_3c,3C,hourly_seed_10011,b1577c8315d0be45922593574d102b985e9bee6df721affdf172206ae982e07e,10011,4,0,39.6505452781,True,0.987500000077,0.95000000031,0,0.136617913321,0.615422887737,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10012,759d5dfb6a7ec935a8a589527e81394353add90a8393b8ed72eb21e6111758cb,10012,4,0,39.6505452781,True,1,1,0,0.155046680305,0.558018926651,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10013,f4a00ecb6f0f8db032a1200ce646f8fd4a1c0f4717a5fe49b2cce1d5987c498b,10013,4,0,39.6505452781,True,1,1,1.69447958581e-19,0.113472685764,0.591842752404,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10014,35dea0183d0e1554fc9e54a6ded1c068f5c52ea2832d3ca99cffe7dea84f010d,10014,4,0,39.6505452781,True,1,1,0,0.139159294958,0.63036394907,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10015,bc805b6c55665d286bb450d265b380902c09e57053ecfc0c41465a2555963488,10015,4,0,39.6505452781,True,1,1,0,0.129414419897,0.716573484127,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10016,4f55e7f6444e69a1dda74330e91f2c9298ab461be173197f2f91ac19711e9392,10016,4,0,39.6505452781,True,1,1,0,0.124424820131,0.666891581018,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10017,43ddf8f7117dd1b015cb2aae8e3368f6b03e29dd38b515715ff31cb9baf29ec8,10017,4,0,39.6505452781,True,0.995423843755,0.987976579657,1.80744489153e-18,0.155747750042,1.01908350459,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10018,faaddd516ebb9ca57c28098d5f37d6cdbba8c981392d58e1bc72da6ba235730a,10018,4,0,39.6505452781,True,0.999458693728,0.997834774912,0,0.147248743577,0.624905441168,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10019,1b9fe1f49b7e5ed8bd3de7ed52cd46a9c1db1d5620d1b834dead2cd3f99e8fb0,10019,4,0,39.6505452781,True,0.988957740673,0.963218237081,0,0.113013999395,0.674433957435,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10020,5db1cdf83718b786cf6e8d4f7de669420c3095320ff2319d3de0f677e0543883,10020,4,0,39.6505452781,True,1,1,0,0.148990451198,0.627642885332,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10021,0d8c93e3c41fabdb55fabf341625aab4696a7883f4c43c5184f8a75326e15e40,10021,4,0,39.6505452781,True,0.989374879426,0.957499517705,3.16302856019e-18,0.127881056045,0.633120328256,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10022,84757efbca7d291867b9d8d90ad4d444c00da2b027bebb354b01b586ebe4f43a,10022,4,0,39.6505452781,True,1,1,0,0.136421205124,0.700637531079,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10023,f46925908462c13f3e73560d12325633cd3a7b08d4a445dc0cda52bcec151f24,10023,4,0,39.6505452781,True,0.994653938846,0.988556576237,0,0.0770276290736,0.596946246752,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10024,2b1b6fae6f7206d1edb2ea49ce93daf6dfd869547da9751ba57d73be6e40e58c,10024,4,0,39.6505452781,True,0.983568115037,0.973426479427,0,0.121674042421,0.660285264741,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10025,e68e9f52972b5179220c7698f0c666edf11966c9062433300ecd21f52257c215,10025,4,0,39.6505452781,True,0.999703404612,0.999301999697,0,0.130699291914,0.565561585257,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10026,0d075e19c0154409e3adb21507dbfe989c704079a74373d7843d5cf16b8ed217,10026,4,0,39.6505452781,True,0.991833221577,0.977448217713,0,0.14426956779,0.598429427768,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10027,5014c36c21a2b45d6c73180bb3b567bf808910a987b4b9d53cfaab9ec74a7143,10027,4,0,39.6505452781,True,0.990824865236,0.963299460944,1.03551530244e-19,0.152871546529,0.589102912361,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10028,d24c94421a7f1e1060a48d048ddd5cf72ee19d5c3afdf4d4de502c2a0bddcc5a,10028,4,0,39.6505452781,True,0.996390255489,0.985561021957,2.54171937872e-19,0.141845237453,0.606987649091,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10029,71fe405520d59f96196ae68eaf31d9ca469ede372b5b0f20b5e3560cb5335dc6,10029,4,0,39.6505452781,True,1,1,0,0.137179841259,0.770717681857,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10030,cfbb5099563ee594d991ef228e6b377cf55438690633f3c9fe15fd7fa5c45179,10030,4,0,39.6505452781,True,1,1,0,0.100605064154,0.608330330942,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10031,e66ce31aa4ecef0c460d796ae305ac66c1a37931e92f73f4c34f9584e2add877,10031,4,0,39.6505452781,True,1,1,0,0.163141392955,0.713554541393,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10032,91a41d9142219841ff293b4de94f42c3a719bfedcdb300646b5eb135455b204a,10032,4,0,39.6505452781,True,0.997238341484,0.988953365937,9.41377547674e-19,0.143177216852,0.603103327407,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10033,c342980a9139495433cb106a4b73a8e2d5601245974dfe2fbdd13fb9882a3c54,10033,4,0,39.6505452781,True,0.987884376557,0.982274922811,0,0.118824887242,0.93324690264,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10034,a8fa47c026a00b711f78112000992063eeca1e0e7826dbf86514cc9edbf87d51,10034,4,0,39.6505452781,True,1,1,7.53102038139e-19,0.155836824102,0.628558132115,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10035,067a2a5210fe0af7d32485f72f1e4ae8c701f02e56f7dd3e56cf117cdc0d93bd,10035,4,0,39.6505452781,True,0.994031718052,0.98094644696,0,0.151388406254,0.741933012383,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10036,6c047e8ea8b881caff995d69a1ee7763ff0e533ae56642073a5a7adf9aeac777,10036,4,0,39.6505452781,True,0.999554237647,0.99821695059,6.40136732419e-19,0.13363196765,0.600855812489,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10037,a2ca74fe13b3284ab053469f5f13a37fd8bd4822dc419333e0400a7862de55f7,10037,4,0,39.6505452781,True,1,1,0,0.149564653025,0.624094280731,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10038,bebdb000654af02b446e340f653feafbd4ea927085d6d4437438b514e1459b5a,10038,4,0,39.6505452781,True,0.992545817345,0.977444014599,6.77791834325e-19,0.143423173345,0.632872326645,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10039,da7fdb2f177ccc34555b041df3cd91e7c1b398645b48ea864db32bf4b84e17c0,10039,4,0,39.6505452781,True,0.991693044664,0.979327418272,0,0.139885662559,0.578649688397,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10040,8400b5bb16284ed1460bca1b54b3bc7bf5a10975959d3eca6b89f513590de2d0,10040,4,0,39.6505452781,True,0.993098571597,0.97239428639,2.00042728881e-19,0.118164270841,1.08557852442,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10041,261a9cf51b6b2130817e9482a3cfe2863abec154fe9d8c18bb31a996a7a14da7,10041,4,0,39.6505452781,False,0.982694370724,0.949999995108,0,0.139654181625,0.603385658391,0,interval_delivery
climate_3c,eulp_mixed_3c,3C,hourly_seed_10042,d654b9a589dc3a11472d44b48ec85a75eb1e8d8e31f8e5d1e1c21c891b5fde5b,10042,4,0,39.6505452781,True,0.991560525198,0.97606879428,9.60205098628e-19,0.112387340961,0.584261132451,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10043,ba7f25a7c03b9853b83a8e273f1328a2c0306e3564592dae64037c3f58d1f4ad,10043,4,0,39.6505452781,False,0.978171951552,0.949999997766,3.31364896781e-18,0.154204443093,0.580434133556,0,interval_delivery
climate_3c,eulp_mixed_3c,3C,hourly_seed_10044,f1600368e7262416016a7d86e31773f09c2ad917311c4a5c2ca18c0f1c769b25,10044,4,0,39.6505452781,True,1,1,3.38895917163e-19,0.138999090593,0.563266263258,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10045,704f48a43d7e747de4e8bca0c467738ea12633eb361705d9a49e8b88fa46f691,10045,4,0,39.6505452781,True,0.999087139459,0.996348557837,0,0.180544060977,0.628594103094,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10046,dc8a401d74587358a593387438a8d6a5e41cedf53086ac4535fc48a0843c0d98,10046,4,0,39.6505452781,True,0.993512057566,0.974048230262,0,0.131733163887,0.534279268085,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10047,f20ed83a0fa73ba8026cd6fb10219cc98e63105e54d32bddd192278b886756df,10047,4,0,39.6505452781,True,0.994458833292,0.977835333166,0,0.154548587737,0.619446474044,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10048,d30f79f58f48be68d08fdaf22137202760c5e97fcd50b3ffe16d6247fb64b71f,10048,4,0,39.6505452781,True,0.999293553792,0.997174215169,0,0.101385858838,0.614029101891,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10049,360b43460ae63e7803e4c59a03559ea3b3842669ca835ac4099bfb6f8ead87e4,10049,4,0,39.6505452781,True,0.979817278168,0.958598549809,3.43602804901e-19,0.137230596564,0.630091379245,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10050,3cdcdd1224fe683a4e46df48a3cfc1d44aa436fd851959c409f979707b5c9c00,10050,4,0,39.6505452781,True,0.987735217815,0.951138598549,0,0.134797146332,0.572821596079,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10051,305ff33a3df50a8dc386c4c60dc2059dbe0e8ddd4b4f901b18b338043c486eb0,10051,4,0,39.6505452781,True,1,1,0,0.150754235635,0.60004967949,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10052,3504dd75d95051108e79873d01833f3f037ffe9263d38d631dc5378caf4b7ec3,10052,4,0,39.6505452781,True,0.999122752444,0.996491009778,0,0.136390509209,0.609214231317,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10053,c6e5f33f5c98f6e2895c1b0265976395311b8fdab1a3c1526b765b1850702cb0,10053,4,0,39.6505452781,True,0.997952594966,0.991810379862,0,0.146442062624,0.585658633064,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10054,93062a0293a90b1eb654432c80b27401531798b35d973cbd85faf6a9532609b2,10054,4,0,39.6505452781,True,1,1,0,0.11265003318,0.620938288802,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10055,9a90f322f285f991f7589c80f621b4fbea97cd3f15ac745c679497cc1d5bf641,10055,4,0,39.6505452781,True,1,1,0,0.111000163296,0.557208076765,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10056,691f196cfb38ab2096cac4d3418b3242bb30b6c43fc2bc4edbecf006c4d68fb6,10056,4,0,39.6505452781,True,0.996888202424,0.987552809695,0,0.137751880246,0.561555563259,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10057,3201f2bd2354ce110becdf7d21ce686633a3cba8bde893ea4ea0c322f3b2fac2,10057,4,0,39.6505452781,True,0.991105234299,0.964420937196,0,0.0957733199409,0.580657615703,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10058,1edf502dc5a22e808302ef11ffd4c47beaf4acdebfc0756f2daa7acfa2dc503b,10058,4,0,39.6505452781,True,0.989792346879,0.959169387517,0,0.131280286086,0.574783833623,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10059,c9b586395440a3c6ead600dbf3e80648a012f95501b781d0fa596ba3f5f686f3,10059,4,0,39.6505452781,True,1,1,0,0.154302190551,0.585660873653,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10060,6d81da47fdda54f41b04945fe470f44340efb3fd3029e5aa0c55af30a5015ee4,10060,4,0,39.6505452781,True,1,1,0,0.0975727891802,0.582144212563,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10061,56d2f9b59e22f61a6bd4254a220368fe774e73028f447b76a7b2ef92cf52554a,10061,4,0,39.6505452781,True,0.992269567043,0.976947405458,0,0.149450599917,0.576893796612,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10062,dd8559805448d2243d06498e1c765b6967dfaf3a9a1c1fc8a7b60480ad54e623,10062,4,0,39.6505452781,True,0.997836577353,0.991346309411,0,0.138147365743,0.571769607797,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10063,c3d39a9803fb3b0e1b885467e354f08bc2fdb5a169821f653658af96e86799dd,10063,4,0,39.6505452781,True,1,1,2.22165101251e-18,0.126730338815,0.613262707191,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10064,15f2f779c4cf9b633887f67cdf0764e652ae7edf16be09a548fca7332891abc9,10064,4,0,39.6505452781,True,0.987500001389,0.950000005556,0,0.129966229816,0.599227270816,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10065,acf23d5bf75af9fa79d29abe91d70f31bd771a950fa6006a647b388118a0e286,10065,4,0,39.6505452781,True,0.997949978933,0.991799915732,7.53102038139e-19,0.19344018228,0.633755512225,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10066,2592bde6ccfaaa6cdac390bf2b4ab9eb801605f971fdb8cfbc5869c60aac5336,10066,4,0,39.6505452781,True,0.986642506547,0.949999999901,0,0.131264816889,0.563725182962,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10067,bc5c06d44eac539c62dcba5f1ad8018798a741eaea3b51f1b1b009e691134423,10067,4,0,39.6505452781,True,1,1,2.48523672586e-18,0.165193775964,0.575935005777,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10068,07e85ff175dc9bc2ab9e201b9f1958ec8c65c382ad83a0ff32e1a92ba3c07d30,10068,4,0,39.6505452781,True,0.993584618055,0.974338472222,0,0.141969528137,0.788989893493,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10069,3bbba0861aaec208fd6102526f01404045055a474651a96b6e1c9b2bb0601660,10069,4,0,39.6505452781,True,0.996973544809,0.987894179238,0,0.139280357655,1.0235347384,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10070,97265267c1c9a178a418050290ff8b5b40b6c48497eac1eb542b8ff35673987c,10070,4,0,39.6505452781,True,0.988501899512,0.95400759805,0,0.170099852223,0.599445558357,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10071,c4a1593ce66e1fb1ccf14f2a62bb472acf1f28567cb523537d24f7d27928ddd2,10071,4,0,39.6505452781,True,1,1,1.35558366865e-18,0.155155356368,0.588491704618,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10072,5232381878b55914f2c2cf315367ef1e9b9d2e8f87173099368148bfe5550e43,10072,4,0,39.6505452781,True,0.993717802453,0.974871209811,0,0.0966609512386,0.584983019917,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10073,b6baa389ad62acc631c361bd10356ce499df84ae5c998c095c2010851ca4c40c,10073,4,0,39.6505452781,True,1,1,0,0.0956645734038,0.580533673675,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10074,d235536f9a5d995f303f01f8a0514e4b289be51d72acb4e53c086e4530b9b35d,10074,4,0,39.6505452781,True,0.992702004869,0.981384040872,0,0.152835519072,0.631726620408,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10075,b93f9c54d3d477972285d31056ee81344dd6241e3a85c429c9e8110ba4dd1c8e,10075,4,0,39.6505452781,True,1,1,0,0.146300511415,0.556561994866,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10076,a1a28de106796989c2e376d68dc8dca378875688b883a885624b7a22df9e6673,10076,4,0,39.6505452781,True,0.982834179355,0.970987534607,0,0.126071096305,1.03552265277,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10077,2f266e31636647c997672057cd5111d89fd9da3a3e74287e1d6e00ba09d21cc4,10077,4,0,39.6505452781,True,1,1,0,0.171689000376,0.582768437332,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10078,35e6e3f8a16acaffa1415ca8fb5266a3c374cb37c0e4adf8519c5296b19ac8bc,10078,4,0,39.6505452781,True,0.983071090007,0.957821092081,0,0.136211840101,0.600851975171,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10079,f75a03c05a54ec8d5c8f705fafcb28f8debaa57ca0087308ffe1c72cd7b8f17d,10079,4,0,39.6505452781,True,0.980973848297,0.957660486401,0,0.133577230991,0.633853788879,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10080,479ee36d1baa1cdb4e145030f6257ec41dd0b60c93602ff82305a117ef56d74b,10080,4,0,39.6505452781,True,0.987462111724,0.950000001643,0,0.138182504478,0.64793413477,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10081,5949101fedefe41c31b1f015356790aa03302ebd3f71fd7604f5ed3a6e62345f,10081,4,0,39.6505452781,True,0.989026921234,0.956107684934,0,0.144803072476,0.648735478548,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10082,044bfb1d181d83c787f0a898006677f9e4cfdc35f9fe1ed31003062312572c1c,10082,4,0,39.6505452781,True,1,1,5.87419589749e-18,0.0801271009429,0.635187031556,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10083,b7d6016898fe7b5abeba6a3bc87d8d580503b62153c96dfc910dbb133f3cc795,10083,4,0,39.6505452781,True,0.985278278921,0.9714257989,0,0.135239576384,0.649426438069,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10084,99a3763dc95695e90079d379a26e6f4b739c20ddb7121f782a7309e048f2d5c9,10084,4,0,39.6505452781,True,0.996705928504,0.991712401008,0,0.128115843571,0.595397750117,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10085,c3ae4dcdde0c527391e3d399738e9b164d35d575658332a2a8e258e1292cf5ae,10085,4,0,39.6505452781,True,0.995462630216,0.981850520864,0,0.126595179891,0.60947960187,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10086,65d41c098938830fb3562b278137f494604ba69bb5a3b6b292bd82acaba0bb0c,10086,4,0,39.6505452781,True,1,1,0,0.0842295950028,0.537643931127,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10087,7d29a71181b1a3a78750fb494bc9208a41789013cda9eb988d2484ad3870ad0a,10087,4,0,39.6505452781,True,0.998179389558,0.992717558231,0,0.164039673866,0.584419753917,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10088,5c1d676c31c169716e310f41dd5ff5d97417a34361c01fed6e38123a830e47e8,10088,4,0,39.6505452781,True,0.996752641527,0.987448242549,0,0.141155551982,1.05867887074,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10089,ba8de066ba3d5a4925ad2e843b1af28494e7bb417937e8aff69c83ea9278e50a,10089,4,0,39.6505452781,True,1,1,0,0.118154574271,0.606070413769,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10090,e8368344f7b2205e1d5d413244ec4dad312d3f8e8744d35a3ba609663a226e68,10090,4,0,39.6505452781,True,1,1,0,0.09391231288,0.575656797651,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10091,90022e621faaf26a10c72794fc5865bda41ed233dcebd20ace545c68537e523e,10091,4,0,39.6505452781,True,0.995697917156,0.982791668625,0,0.155200190813,0.69677112468,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10092,4089817d8cbd5272f43371da56c480b3632543ef7b81f9155e99f9015a03f563,10092,4,0,39.6505452781,True,0.994711392785,0.98010290579,0,0.130987961722,0.629628993522,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10093,04667111be351de8826f29b9947ab67f9f2ce5d205eb9ddc0de90c45eb91ba9c,10093,4,0,39.6505452781,True,0.997618837724,0.990475350898,0,0.110519138509,0.607066413236,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10094,f1edb33fb6bf7280283b755caa168ad885667e6e4487755f02e2e85b2ad78162,10094,4,0,39.6505452781,True,1,1,0,0.1401033653,0.551815181773,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10095,748ed3b0d30321d96ec2aae4a3959de5d8d5a22b17a00a4a3c4ade97b010fbe8,10095,4,0,39.6505452781,True,1,1,1.50620407628e-18,0.113596448965,0.558542907671,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10096,5588e7bcd315549521c0a43ad094688c4739b9b2c0e3780d4240d2967cb08a7d,10096,4,0,39.6505452781,True,1,1,0,0.0763312058732,0.610907828843,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10097,df04be44f56d18ed3349ff3088735a86de55b061c354f2e3e7c61ccca33a008c,10097,4,0,39.6505452781,True,0.999012432185,0.996049728742,0,0.157939025568,0.62630556787,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10098,5c4c552a810ca95eded1bdde5190c9b73ae022ab6bdb7f972e49d1e81aa910c1,10098,4,0,39.6505452781,True,0.984320973785,0.950000001048,0,0.116490921182,0.650478441758,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10099,4536d132a4d034b43f2efe9971d3db448dac1d8e97e192279054db22ce71f978,10099,4,0,39.6505452781,True,0.991722210076,0.983194023234,9.41377547674e-21,0.149824852581,0.804788292214,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10000,64167e1f2f287edcf775c67628bdb46af6b2b1c826c232a3167520b2643db575,10000,8,0,36.7061978565,True,0.996907744647,0.981515077068,0,0.0888525940662,0.673406140753,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10001,d01631ea34d329166a0a2d87f618469bdd2203e70447f03a1155898ed86e0572,10001,8,0,36.7061978565,True,0.999333321589,0.994666572714,0,0.154047247237,1.02600650988,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10002,e0e55c228bb06104aafef25468c665d838520ffe955b2894041b3adc887e64f6,10002,8,0,36.7061978565,True,0.994519567185,0.962670672748,0,0.0714166252108,0.639610220388,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10003,96421a3deff84b7a220b68acb43ca8eca077486126f154f7013968bcaefa4baf,10003,8,0,36.7061978565,True,0.994202372059,0.954540284442,0,0.113470664157,1.13133107281,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10004,9f839b50b84b5c78a6430aa4f011ec91b131d686e9e6e62447226367fb823f71,10004,8,0,36.7061978565,True,0.993856012654,0.962238522019,1.12965305721e-18,0.0858259513644,0.625449895655,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10005,d3f6792408881f15b9ce701d25a968fef99b34e4937f3592842410753189b840,10005,8,0,36.7061978565,True,1,1,0,0.0890221431173,1.0282903355,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10006,e0321782e721e72e22d7a00d72ab9a2f623ce49dd5ca7fcab6f7e534673e1a4c,10006,8,0,36.7061978565,True,0.993411187976,0.958323700649,0,0.116285689452,0.667817323023,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10007,7234d7dc1b43118d210fdfe8cc27a406eda63436c15a965e37a3dbf17d6201c9,10007,8,0,36.7061978565,True,0.999181999675,0.993455997399,0,0.139555622162,0.784929614161,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10008,9baf929554ad5f86abbeee1ed7ba6d3963e5646d628e0014c6c6b8a746c4e1bc,10008,8,0,36.7061978565,True,0.995846467672,0.977019266733,0,0.088232232691,0.686669912007,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10009,30c65c16b38feb6ecd142d71bee362cb4127be2d545d1f47dc6a006dc29dc17b,10009,8,0,36.7061978565,True,0.989873402091,0.955049512451,0,0.0960282840585,0.59735044365,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10010,02896fc9ada0a675cc072581340c260366e609aa4679460e9e9c951c1a6136a3,10010,8,0,36.7061978565,False,0.988395655717,0.929964622037,0,0.105919357574,0.633301770382,0,interval_delivery
climate_3c,eulp_mixed_3c,3C,hourly_seed_10011,b1577c8315d0be45922593574d102b985e9bee6df721affdf172206ae982e07e,10011,8,0,36.7061978565,True,0.992552014815,0.958084158349,0,0.106555672879,0.624681381073,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10012,759d5dfb6a7ec935a8a589527e81394353add90a8393b8ed72eb21e6111758cb,10012,8,0,36.7061978565,True,0.997539592324,0.989258950412,0,0.102026444687,0.640599702099,0,
climate_3c,eulp_mixed_3c,3C,hourly_seed_10013,f4a00ecb6f0f8db032a1200ce646f8fd4a1c0f4717a5fe49b2cce1d5987c498b,10013,8,0,36.7061978565,True,0.997071146278,0.985960144759,1.69447958581e-19,0.119523402176,0.646521763095,0,
